customer_id,partition
9286-BHDQG,test
0230-WEQUW,validation
2040-LDIWQ,train
6496-JDSSB,validation
9408-SSNVZ,train
4443-EMBNA,validation
6469-MRVET,train
0742-MOABM,test
5961-VUSRV,train
6778-JFCMK,validation
6341-JVQGF,train
2232-DMLXU,train
4811-JBUVU,train
0945-TSONX,train
2651-ZCBXV,train
3316-UWXUY,train
8937-RDTHP,validation
7083-MIOPC,train
1984-GPTEH,train
1251-KRREG,validation
0621-JFHOL,train
9903-LYSAB,train
0094-OIFMO,train
9227-UAQFT,train
7301-ABVAD,validation
6614-FHDBO,train
7576-ASEJU,train
9058-HRZSV,train
4522-AKYLR,train
0221-WMXNQ,validation
0303-UNCIP,train
9947-OTFQU,train
0322-YINQP,train
0959-WHOKV,test
4075-JFPGR,test
4629-NRXKX,train
9514-JDSKI,train
3282-ZISZV,train
3675-YDUPJ,train
4111-BNXIF,validation
7017-VFHAY,train
6655-LHBYW,train
4959-JOSRX,validation
5046-NUHWD,train
7273-TEFQD,test
3606-TWKGI,train
7529-ZDFXI,test
7605-BDWDC,train
1950-KSVVJ,train
0123-CRBRT,test
6292-TOSSS,test
3197-ARFOY,test
6323-AYBRX,train
7014-ZZXAW,train
4385-GZQXV,train
7633-MVPUY,train
6366-ZGQGL,train
4716-HHKQH,train
5940-AHUHD,train
6432-TWQLB,train
4484-GLZOU,validation
3179-GBRWV,test
8645-KWHJO,train
4130-MZLCC,train
0314-TKOSI,train
8229-MYEJZ,train
2080-SRCDE,train
9577-WJVCQ,train
9512-UIBFX,test
6202-DYYFX,validation
3808-HFKDE,validation
5583-SXDAG,train
3488-PGMQJ,validation
3580-REOAC,validation
7534-BFESC,test
3727-OWVYD,train
2294-SALNE,validation
4847-TAJYI,train
1563-IWQEX,train
8203-XJZRC,train
6556-DBKZF,train
6851-WEFYX,train
2985-JUUBZ,train
6390-DSAZX,train
0895-LMRSF,test
8098-LLAZX,train
8266-VBFQL,test
8181-YHCMF,test
2240-HSJQD,validation
1248-DYXUB,train
0265-EDXBD,train
4115-BNPJY,validation
3167-SNQPL,train
4091-TVOCN,train
1098-TDVUQ,validation
7277-OZCGZ,test
1557-EMYVT,validation
2799-ARNLO,train
7563-BIUPC,train
5027-YOCXN,test
3973-SKMLN,train
2321-OMBXY,train
2840-XANRC,train
6745-JEFZB,train
5020-ZSTTY,train
9880-TDQAC,train
8705-WZCYL,train
7102-JJVTX,validation
8626-PTQGE,test
4983-CLMLV,test
5701-YVSVF,train
5804-LEPIM,validation
5697-GOMBF,train
2739-CACDQ,train
9385-EHGDO,train
9498-FIMXL,train
2379-GYFLQ,train
0122-OAHPZ,train
2868-SNELZ,validation
4322-RCYMT,train
6680-NENYN,validation
2088-IEBAU,test
7982-VCELR,train
1343-EHPYB,train
6035-BXTTY,train
6885-PKOAM,train
7520-HQWJU,test
9639-BUJXT,train
5924-SNGKP,test
0021-IKXGC,train
2034-GDRCN,test
8966-SNIZF,validation
6243-OZGFH,validation
4654-DLAMQ,train
0513-RBGPE,test
5160-UXJED,validation
4115-NZRKS,test
0219-YTZUE,train
0623-IIHUG,train
4572-DVCGN,train
3351-NGXYI,validation
8984-EYLLL,train
9057-MSWCO,validation
9833-TGFHX,train
9294-TDIPC,train
5229-DTFYB,train
0104-PPXDV,train
5176-LMJXE,validation
3583-KRKMD,train
1010-DIAUQ,train
9069-LGEUL,train
7302-ZHMHP,validation
9571-EDEBV,train
3520-FJGCV,train
6563-VRERX,train
0259-GBZSH,train
6122-EFVKN,train
2805-EDJPQ,train
6862-CQUMB,validation
7156-MXBJE,validation
6158-HDPXZ,test
9601-BRXPO,train
2863-IMQDR,validation
5686-CMAWK,validation
5651-CRHKQ,train
6905-NIQIN,train
8204-YJCLA,validation
5167-ZFFMM,test
6583-SZVGP,test
4895-TMWIR,train
0533-BNWKF,validation
1708-PBBOA,train
8782-LKFPK,train
5522-JBWMO,train
3597-MVHJT,train
9774-NRNAU,validation
0224-RLWWD,train
9967-ATRFS,validation
3951-NJCVI,validation
2977-CEBSX,train
0177-PXBAT,train
6599-CEBNN,validation
2519-ERQOJ,train
5876-QMYLD,train
2277-AXSDC,train
9442-JTWDL,train
0979-PHULV,test
3067-SVMTC,train
5495-GPSRW,test
7606-BPHHN,test
4742-DRORA,train
0111-KLBQG,train
4800-VHZKI,train
7989-CHGTL,train
0334-GDDSO,train
4163-NCJAK,train
5233-AOZUF,validation
5973-EJGDP,validation
1996-DBMUS,train
7916-VCCPB,train
4686-GEFRM,train
5249-QYHEX,train
0578-SKVMF,train
5564-NEMQO,train
2233-FAGXV,train
5605-IYGFG,train
7663-ZTEGJ,validation
3935-TBRZZ,train
8111-BKVDS,train
2055-SIFSS,train
2806-MLNTI,validation
8734-DKSTZ,validation
4360-PNRQB,test
6152-ONASV,train
9063-ZGTUY,validation
7781-HVGMK,train
2181-UAESM,train
2957-LOLHO,train
6048-NJXHX,train
2320-SLKMB,train
4980-URKXC,train
4376-KFVRS,test
5886-VLQVU,train
3577-AMVUX,train
0771-WLCLA,validation
5628-RKIFK,train
0206-TBWLC,train
2937-FTHUR,train
1910-FMXJM,train
7752-XUSCI,train
4110-PFEUZ,train
0732-OCQOC,test
5168-MSWXT,train
1090-ESELR,test
8592-PLTMQ,train
5760-WRAHC,train
8847-GEOOQ,train
0256-LTHVJ,test
4785-FCIFB,test
8313-NDOIA,train
5149-CUZUJ,train
0942-KOWSM,train
4237-CLSMM,test
1452-VOQCH,train
4719-UMSIY,validation
6614-VBEGU,train
0880-TKATG,train
3811-VBYBZ,train
1480-BKXGA,train
2996-XAUVF,train
9076-AXYIK,train
5968-XQIVE,train
8896-RAZCR,validation
4640-UHDOS,test
4933-IKULF,train
3583-EKAPL,train
1304-BCCFO,train
4104-PVRPS,train
9399-APLBT,validation
2359-KMGLI,train
3780-DDGSE,test
4431-EDMIQ,train
0306-JAELE,train
6227-HWPWX,test
0486-LGCCH,train
0447-BEMNG,test
4612-SSVHJ,train
5168-MQQCA,train
5949-XIKAE,train
7971-HLVXI,test
9094-AZPHK,train
3649-JPUGY,test
4472-LVYGI,validation
8372-JUXUI,train
3552-CTCYF,train
6778-YSNIH,validation
0388-EOPEX,test
5756-OZRIO,validation
6579-JPICP,train
8205-OTCHB,validation
4134-BSXLX,validation
0505-SPOOW,validation
6235-VDHOM,train
7783-YKGDV,train
4374-YMUSQ,train
4513-CXYIX,train
3957-HHLMR,train
7803-XOCCZ,test
5736-YEJAX,train
5609-CEBID,validation
8981-FJGLA,train
7218-HKQFK,test
4636-QRJKY,train
1135-LMECX,train
4332-MUOEZ,test
8535-SFUTN,train
5956-VKDTT,train
8677-HDZEE,train
2475-MROZF,train
9412-GHEEC,validation
3482-ABPKK,train
6705-LXORM,test
0257-ZESQC,train
7531-GQHME,test
5174-ITUMV,validation
4109-CYRBD,train
0913-XWSCN,test
6825-UYPFK,test
8397-MVTAZ,test
0750-EBAIU,train
8606-CIQUL,train
3571-DPYUH,test
7601-GNDYK,train
0356-OBMAC,train
8067-NIOYM,validation
1403-GYAFU,test
4234-XTNEA,validation
1297-VQDRP,train
9282-IZGQK,train
5348-CAGXB,train
0621-HJWXJ,train
5844-QVTAT,train
8905-IAZPF,train
5394-MEITZ,train
6859-QNXIQ,validation
2782-LFZVW,test
2866-IKBTM,train
1342-JPNKI,train
2817-NTQDO,train
7129-AZJDE,train
6986-IJDHX,validation
2560-PPCHE,train
4676-MQUEA,train
8138-EALND,train
3580-HYCSP,train
1352-HNSAW,train
2075-PUEPR,test
1982-FEBTD,validation
5301-GAUUY,test
5791-KAJFD,train
2654-VBVPB,train
1154-HYWWO,train
2501-XWWTZ,test
3716-UVSPD,train
6815-ABQFQ,test
7343-EOBEU,train
3701-SFMUH,validation
6103-LIANB,train
7319-VENRZ,train
5846-NEQVZ,train
6967-QIQRV,train
5781-RFZRP,train
0939-YAPAF,train
0308-IVGOK,validation
7293-LSCDV,validation
7025-WCBNE,train
5756-JYOJT,validation
4710-FDUIZ,train
6030-REHUX,train
9548-LIGTA,train
5150-LJNSR,train
8270-RKSAP,train
6522-YRBXD,train
2640-LYMOV,train
1218-VKFPE,test
3627-FHKBK,test
2865-TCHJW,test
1423-BMPBQ,validation
2393-DIVAI,train
5192-EBGOV,train
4568-KNYWR,train
8752-IMQOS,validation
0742-LAFQK,train
0795-LAFGP,train
0619-OLYUR,validation
5512-IDZEI,validation
0459-SPZHJ,validation
0215-BQKGS,train
9244-ZVAPM,train
0719-SYFRB,test
8208-EUMTE,train
5172-MIGPM,train
1710-RCXUS,train
0374-FIUCA,validation
5839-SUYVZ,train
5173-ZXXXL,train
1096-ADRUX,validation
2001-MCUUW,test
2731-GJRDG,train
4723-BEGSG,train
6516-NKQBO,train
8672-OAUPW,validation
8207-DMRVL,train
3419-SNJJD,train
6543-CPZMK,test
4765-OXPPD,train
2804-ETQDK,train
6689-VRRTK,train
7138-GIRSH,validation
9396-ZSFLL,train
6464-KEXXH,train
7134-MJPDY,test
5240-CAOYT,test
4059-IIEBK,validation
4881-JVQOD,train
0516-UXRMT,test
4851-BQDNX,train
5148-HKFIR,validation
1009-IRMNA,train
3003-CMDUU,validation
5016-IBERQ,test
6797-UCJHZ,train
2469-DTSGX,train
4554-YGZIH,train
5099-BAILX,train
9931-KGHOA,test
1775-KWJKQ,train
7665-VIGUD,train
9411-TPQQV,train
7207-RMRDB,train
7954-MLBUN,train
2077-DDHJK,train
4913-EHYUI,train
0195-IESCP,validation
9574-BOSMD,validation
4580-TMHJU,train
0970-ETWGE,test
4908-XAXAY,train
8404-VLQFB,train
1626-ERCMM,train
0887-HJGAR,validation
2391-IPLOP,train
5644-PDMZC,train
3509-GWQGF,train
9576-ANLXO,test
2024-BASKD,validation
5845-BZZIB,test
1140-UKVZG,train
4160-AMJTL,test
5183-SNMJQ,train
8100-PNJMH,train
7838-LAZFO,test
4464-JCOLN,test
2085-JVGAD,train
5650-VDUDS,validation
8095-WANWK,train
3030-ZKIWL,validation
9565-FLVCG,validation
8755-OGKNA,train
2800-VEQXM,validation
7538-GWHML,train
5533-RJFTJ,test
3859-CVCET,train
0214-JHPFW,validation
5642-MHDQT,validation
3088-FVYWK,test
3276-HDUEG,validation
9092-GDZKO,train
0823-HSCDJ,test
3729-OWRVL,test
2324-AALNO,train
0822-GAVAP,train
5760-IFJOZ,train
2826-UWHIS,train
1448-PWKYE,test
7501-IWUNG,train
4957-TREIR,train
7251-LJBQN,test
8040-MNRTF,train
1536-HBSWP,test
5313-FPXWG,test
0067-DKWBL,validation
0946-FKYTX,train
5076-YVXCM,validation
8262-COGGB,train
6663-JOCQO,validation
9620-QJREV,validation
2276-YDAVZ,train
2682-KEVRP,train
2480-JZOSN,train
0078-XZMHT,train
5896-NPFWW,validation
9978-HYCIN,train
8338-QIUNR,test
1525-LNLOJ,test
9450-TRJUU,test
1766-GKNMI,validation
6942-LBFDP,train
1456-TWCGB,train
7133-VBDCG,train
7596-ZYWBB,train
8329-UTMVM,validation
3014-WJKSM,train
3347-YJZZE,validation
1029-QFBEN,train
7929-DMBCV,train
9661-JALZV,train
5433-KYGHE,train
4312-KFRXN,test
5575-TPIZQ,test
0114-IGABW,train
9944-AEXBM,test
1853-ARAAQ,train
6952-OMNWB,train
4697-LUPSU,train
8434-VGEQQ,train
4952-YSOGZ,train
1589-AGTLK,train
5244-IRFIH,train
6549-YMFAW,validation
4950-HKQTE,train
6786-OBWQR,train
2684-EIWEO,train
2753-JMMCV,train
6439-GTPCA,train
6621-YOBKI,train
1216-JWVUX,train
7564-GHCVB,train
1173-NOEYG,validation
7595-EHCDL,train
6647-ZEDXT,train
2521-NPUZR,validation
1307-TVUFB,validation
7503-MIOGA,train
4381-MHQDC,validation
6923-JHPMP,validation
5138-WVKYJ,validation
4018-PPNDW,test
1635-FJFCC,train
2499-AJYUA,validation
6919-ELBGL,test
3966-HRMZA,test
6425-JWTDV,train
8405-IGQFX,validation
8224-IVVPA,train
9477-LGWQI,train
1410-RSCMR,train
3115-CZMZD,test
0139-IVFJG,train
6683-VLCTZ,train
5730-DBDSI,train
0030-FNXPP,train
2189-WWOEW,train
5684-FJVYR,train
4013-GUXND,test
1894-IGFSG,test
7379-POKDZ,train
1266-NZYUI,train
7969-FFOWG,train
4718-DHSMV,train
5175-WLYXL,train
7817-OMJNA,validation
8728-SKJLR,test
3137-NYQQI,train
7706-DZNKK,train
0236-HFWSV,train
3900-AQPHZ,train
5842-POCOP,train
2037-XJFUP,train
8823-RLPWL,train
9505-SQFSW,train
7314-OXENN,validation
3758-CKOQL,train
0322-CHQRU,test
5676-CFLYY,train
7521-AFHAB,train
0285-INHLN,validation
4678-DVQEO,test
5125-CNDSP,train
0691-IFBQW,train
4992-LTJNE,train
2202-OUTMO,train
0810-BDHAW,train
0229-LFJAF,validation
7131-ZQZNK,train
3442-ZHHCC,test
5726-CVNYA,train
9871-ELEYA,train
4257-GAESD,train
5173-WXOQV,validation
2040-OBMLJ,test
6286-ZHAOK,validation
3807-XHCJH,validation
3009-JWMPU,train
5671-RQRLP,test
1450-GALXR,validation
8859-AXJZP,train
3174-AKMAS,validation
3138-BKYAV,train
9926-PJHDQ,test
7382-DFJTU,train
2798-NYLMZ,test
4289-DTDKW,validation
1820-TQVEV,test
2239-JALAW,train
4853-RULSV,train
8098-TDCBU,train
3551-GAEGL,train
4785-NKHCX,train
3196-NVXLZ,validation
6275-YDUVO,train
0036-IHMOT,train
0115-TFERT,train
4178-EGMON,validation
4220-TINQT,validation
5318-YKDPV,test
7975-TZMLR,validation
0295-QVKPB,train
4335-BSMJS,validation
2311-QYMUQ,train
3643-AHCFP,train
9146-JRIOX,train
3104-OWCGK,train
5337-IIWKZ,train
9101-BWFSS,train
9650-VBUOG,train
3487-EARAT,test
2672-TGEFF,validation
9231-ZJYAM,train
4250-WAROZ,train
8184-WMOFI,validation
6982-SSHFK,train
6092-QZVPP,train
4625-LAMOB,validation
0727-BMPLR,train
0392-BZIUW,train
1038-ZAGBI,validation
6549-NNDYT,train
3027-ZTDHO,train
0422-OHQHQ,validation
6916-HIJSE,train
2316-ESMLS,validation
9778-OGKQZ,train
7408-OFWXJ,test
6007-TCTST,train
2252-NKNSI,train
8713-IGZSO,test
7905-TVXTA,validation
7695-PKLCZ,train
2382-BCKQJ,train
8374-UULRV,train
2207-NHRJK,train
3224-DFQNQ,train
5275-PMFUT,validation
4795-UXVCJ,train
9777-IQHWP,test
0947-MUGVO,train
9944-HKVVB,train
4124-MMETB,train
3671-SHRSP,validation
0979-MOZQI,test
2732-ISEZX,train
3313-QKNKB,test
0323-XWWTN,train
1937-OTUKY,train
1573-LGXBA,train
1764-VUUMT,train
5073-WXOYN,train
4713-ZBURT,train
3050-GBUSH,train
0207-MDKNV,train
7876-AEHIG,validation
7945-HLKEA,validation
9342-VNIMQ,train
9851-KIELU,test
3523-BRGUW,train
3908-BLSYF,test
3199-NPKCN,validation
5170-PTRKA,test
4661-NJEUX,train
2123-AGEEN,validation
1258-YMZNM,train
0048-LUMLS,test
7549-MYGPK,train
5898-IGSLP,validation
3804-RVTGV,train
6259-WJQLC,train
9227-LUNBG,test
7997-EASSD,test
0730-KOAVE,test
8975-SKGRX,train
0678-RLHVP,validation
4315-MURBD,validation
2267-FPIMA,validation
1051-GEJLJ,test
9734-YWGEX,train
2719-BDAQO,validation
5285-MVEHD,train
0379-DJQHR,test
0781-LKXBR,validation
5543-QDCRY,train
0297-RBCSG,test
4694-PHWFW,validation
0835-JKADZ,train
1907-UBQFC,train
7508-SMHXL,validation
3865-YIOTT,train
5993-BQHEA,validation
6024-RUGGH,train
6513-EECDB,train
3956-CJUST,train
4079-WWQQQ,train
6103-BOCOU,validation
5149-TGWDZ,train
7471-WNSUF,train
8942-DBMHZ,train
4301-VVZKA,test
9199-PWQVC,train
4824-GUCBY,train
5393-HJZSM,validation
7074-IEVOJ,train
9625-QSTYE,train
0862-PRCBS,validation
8812-ZRHFP,train
5146-CBVOE,train
0454-OKRCT,train
5787-KXGIY,validation
4750-ZRXIU,test
4198-VFOEA,validation
6630-UJZMY,test
5709-LVOEQ,test
6400-BWQKW,train
2692-AQCPF,train
0347-UBKUZ,validation
0835-DUUIQ,train
0811-GSDTP,validation
7567-ECMCM,validation
6115-ZTBFQ,train
6353-BRMMA,train
6680-WKXRZ,test
6231-WFGFH,train
9904-EHEVJ,validation
7028-DVOIQ,train
6169-PPETC,test
4208-UFFGW,test
8584-KMVXD,train
8467-WYNSR,train
0851-DFJKB,train
5382-SOYZL,test
9448-REEVD,train
3261-CQXOL,train
8388-FYNPZ,train
4002-BQWPQ,test
5651-YLPRD,test
2826-DXLQO,validation
4378-BZYFP,train
9489-UTFKA,validation
4849-PYRLQ,train
9117-SHLZX,train
9889-TMAHG,validation
4541-RMRLG,test
7764-BDPEE,test
3429-IFLEM,test
3158-MOERK,train
7294-TMAOP,train
5002-GCQFH,validation
0556-FJEGU,train
8919-FYFQZ,validation
0604-THJFP,validation
2834-JRTUA,train
5875-YPQFJ,train
5879-SESNB,train
6646-QVXLR,test
6461-PPAXN,test
3318-ISQFQ,train
1106-HRLKZ,validation
2483-XSSMZ,train
8603-IJWDN,train
8165-ZJRNM,test
9369-XFEHK,test
2604-XVDAM,train
3717-OFRTN,train
9046-JBFWA,train
3280-NMUVX,train
1206-EHBDD,train
8361-LBRDI,train
4883-KCPZJ,train
9108-EQPNQ,test
7277-KAMWT,train
3842-IYKUE,train
6641-XRPSU,train
1374-DMZUI,train
2545-LXYVJ,train
3234-VKACU,validation
8357-EQXFO,validation
1989-PRJHP,test
8120-JDCAM,train
8917-FAEMR,train
7047-YXDMZ,validation
2858-EIMXH,train
9524-EGPJC,validation
6993-OHLXR,train
8818-XYFCQ,validation
6419-ZTTLE,train
0929-HYQEW,train
6614-YOLAC,train
7426-RHZGU,train
4065-JJAVA,train
4695-VADHF,test
3863-IUBJR,train
7649-SIJJF,test
9361-YNQWJ,validation
3748-FVMZZ,train
9391-TTOYH,train
1452-XRSJV,train
3422-WJOYD,validation
8242-SOQUO,train
7460-ITWWP,test
7147-AYBAA,train
7868-TMWMZ,train
4822-RVYBB,validation
6732-FZUGP,train
8436-BJUMM,train
4184-TJFAN,validation
8329-GWVPJ,validation
1352-VHKAJ,train
4145-UQXUQ,validation
2632-TACXW,test
8146-QQKZH,train
1767-CJKBA,test
6445-TNRXS,test
4581-LNWUM,test
4869-EPIUS,train
9948-YPTDG,validation
1236-WFCDV,test
1915-OAKWD,train
7296-PIXQY,train
4883-QICIH,train
3354-OADJP,test
3524-WQDSG,test
0810-DHDBD,train
4026-SKKHW,train
2829-HYVZP,train
8329-IBCTI,train
1271-SJBGZ,train
3845-JHAMY,train
7013-PSXHK,train
5669-SRAIP,train
5981-ITEMU,train
3486-NPGST,train
6941-PMGEP,train
1624-WOIWJ,train
2074-GKOWZ,train
0376-YMCJC,test
6100-FJZDG,train
4829-ZLJTK,validation
1730-VFMWO,test
7143-BQIBA,train
3800-LYTRK,train
0634-SZPQA,train
9646-NMHXE,train
7030-NJVDP,train
5536-RTPWK,train
8883-GRDWQ,train
6166-ILMNY,test
3097-NNSPB,validation
7771-ZONAT,train
0655-RBDUG,test
2111-DWYHN,train
4194-WHFCB,validation
4121-AGSIN,test
4361-BKAXE,validation
9845-PEEKO,train
0455-XFASS,train
0301-KOBTQ,validation
1751-NCDLI,test
4367-NUYAO,train
9878-TNQGW,test
9170-ARBTB,train
4441-NIHPT,train
8999-BOHSE,validation
7241-AJHFS,train
7029-RPUAV,test
4546-FOKWR,train
9036-CSKBW,train
5832-TRLPB,train
8590-YFFQO,test
8659-IOOPU,validation
1338-CECEE,train
7439-DKZTW,validation
4646-QZXTF,train
4607-CHPCA,validation
9742-XOKTS,train
6921-OZMFH,train
9578-FOMUK,train
4712-UYOOI,train
8824-RWFXJ,train
7722-CVFXN,validation
8717-VCTXJ,test
7363-QTBIW,test
4159-NAAIX,train
0971-QIFJK,validation
9397-TZSHA,train
3391-JSQEW,validation
0343-QLUZP,train
9763-PDTKK,train
2176-LVPNX,train
7627-JKIAZ,validation
3312-UUMZW,test
1271-UODNO,test
8461-EFQYM,train
6900-RBKER,test
6891-JPYFF,train
1459-QNFQT,test
1047-NNCBF,train
3696-XRIEN,train
4081-DYXAV,train
0074-HDKDG,test
8791-GFXLZ,train
8111-SLLHI,train
0927-LCSMG,validation
9330-DHBFL,test
0098-BOWSO,train
3452-ABWRL,train
5859-HZYLF,validation
8257-RZAHR,train
5293-WXJAK,train
3156-QLHBO,train
2208-NQBCT,train
1779-PWPMG,validation
6621-NRZAK,validation
0831-JNISG,train
0774-IFUVM,train
3082-WQRVY,train
9553-DLCLU,train
1641-BYBTK,train
2460-NGXBJ,train
2446-ZKVAF,test
0841-NULXI,test
3522-CDKHF,train
1430-SFQSA,train
0411-EZJZE,train
7851-WZEKY,train
8844-TONUD,train
8807-ARQET,train
8992-CEUEN,test
4320-QMLLA,train
8777-PVYGU,test
8292-ITGYJ,test
6870-ZWMNX,train
0621-CXBKL,validation
5268-DSMNQ,train
5334-JLAXU,train
4086-YQSNZ,train
6242-MBHPK,validation
5868-CZJDR,train
9359-UGBTK,test
0135-NMXAP,validation
4782-OSFXZ,validation
6479-OAUSD,train
7129-ACFOG,test
4189-NAKJS,train
5562-BETPV,validation
1282-IHQAC,train
9127-FHJBZ,validation
6270-OMFIW,test
1641-RQDAY,train
0107-WESLM,validation
6994-ORCWG,validation
1346-UFHAX,test
3992-YWPKO,train
2933-XEUJM,train
0125-LZQXK,train
5461-QKNTN,test
4835-YSJMR,train
8399-YNDCH,train
3164-YAXFY,train
0887-WBJVH,train
4660-IRIBM,test
5673-FSSMF,validation
7670-ZBPOQ,train
8089-UZWLX,test
0080-OROZO,validation
3916-NRPAP,train
6807-SIWJI,train
8221-HVAYI,train
1579-KLYDT,train
5232-NXPAY,train
8967-SZQAS,train
4468-KAZHE,train
0455-ENTCR,train
8944-AILEF,train
5542-NKVRU,train
7126-RBHSD,validation
5370-IIVVL,validation
6789-HJBWG,train
3927-NLNRY,validation
9087-EYCPR,train
6791-YBNAK,train
6358-LYNGM,train
6077-BDPXA,test
0013-MHZWF,test
5494-HECPR,train
8268-YDIXR,train
9824-BEMCV,validation
1373-ORVIZ,train
4291-SHSBH,train
6980-IMXXE,train
9866-QEVEE,test
9897-KXHCM,validation
0040-HALCW,test
0784-GTUUK,train
7979-CORPM,validation
2294-DMMUS,test
0872-JCPIB,train
3055-MJDSB,train
9091-WTUUY,train
1618-CFHME,train
3165-HDOEW,train
6581-NQCBA,train
7115-IRDHS,train
8496-DMZUK,train
2040-VZIKE,train
9068-VPWQQ,train
0178-SZBHO,train
0384-RVBPI,train
1689-MRZQR,validation
1299-AURJA,train
4525-VZCZG,train
1543-LLLFT,train
5835-BEQEU,train
2788-CJQAQ,test
5565-FILXA,train
0319-QZTCO,train
2120-SMPEX,train
